Reward,Throughput,Latancy,BLER,PRBs,Each_time,Totel_time
2.490856,249.0856,91.36203,0.510854,1.272,0.260097504,6.166820765
0.90276,90.276,2.3048,0.49054,0.528,0.387107372,6.293830633
0.833576,83.3576,22.51816,0.37892,0.451,0.131859303,6.514351845
0.866704,86.6704,2.61573,0.345986,0.474,0.264502287,6.646994829
0.863888,86.3888,18.15346,0.297172,0.478,0.391682863,6.774175406
0.866464,86.6464,2.04361,0.267456,0.476,0.133110762,6.907288313
0.632168,63.2168,54.96625,0.235378,0.348,0.260264397,7.034441948
0.840048,84.0048,16.18817,0.208658,0.444,0.39296627,7.167143822
0.866504,86.6504,2.55438,0.187794,0.455,0.127504587,7.294650555
0.830328,83.0328,2.0623,0.165698,0.419,0.260113478,7.427259445
0.77716,77.716,41.0925,0.184152,0.378,0.387817383,7.55496335
0.866544,86.6544,2.22718,0.392208,0.434,0.132364511,7.687330008
0.700616,70.0616,56.86302,0.388754,0.357,0.260017395,7.814982891
0.854752,85.4752,2.88912,0.383128,0.423,0.39248848,7.947453976
0.84264,84.264,2.57567,0.355234,0.421,0.127695084,8.075150967
0.690648,69.0648,54.25497,0.345186,0.344,0.260172367,8.20762825
0.866744,86.6744,2.83064,0.336434,0.427,0.399954319,8.347410202
0.669704,66.9704,55.94363,0.328424,0.337,0.128096104,8.475508213
0.644888,64.4888,118.14974,0.338648,0.325,0.260203123,8.607615232
0.904408,90.4408,3.85792,0.387838,0.441,0.388218164,8.735630274
0.657184,65.7184,49.77434,0.368248,0.328,0.131980181,8.867612362
0.889952,88.9952,49.62063,0.346636,0.439,0.260154724,8.995786905
0.681008,68.1008,102.14494,0.357004,0.341,0.392249346,9.127881527
0.676544,67.6544,164.53953,0.364316,0.346,0.128206491,9.256090164
0.916256,91.6256,167.67774,0.473832,0.441,0.260074139,9.387957811
0.854632,85.4632,2.50316,0.497748,0.429,0.388370275,9.516253948
0.73988,73.988,36.02707,0.447974,0.366,0.131718159,9.647974014
0.66028,66.028,95.03118,0.404438,0.334,0.260166407,9.776422262
0.659552,65.9552,158.10828,0.400962,0.334,0.391911983,9.908167839
0.648272,64.8272,221.28646,0.409818,0.329,0.12847805,10.0366478
0.866568,86.6568,2.58526,0.385234,0.44,0.259934902,10.16810465
0.799304,79.9304,40.1551,0.422506,0.412,0.388670444,10.29684019
0.690648,69.0648,53.53212,0.484078,0.35,0.131500721,10.4283433
0.860656,86.0656,2.0374,0.446746,0.436,0.26006937,10.55691195
0.84256,84.256,2.34701,0.388488,0.428,0.391537666,10.68838024
0.862632,86.2632,5.21768,0.349316,0.433,0.130062342,10.81844449
0.818824,81.8824,39.22494,0.343278,0.426,0.259937048,10.9483192
0.866464,86.6464,2.15037,0.438446,0.441,0.38914299,11.07752514
0.854392,85.4392,2.10276,0.416992,0.436,0.131628513,11.20915604
0.550208,55.0208,103.14794,0.443566,0.272,0.271044254,11.34857178
1.228864,122.8864,22.03609,0.579908,0.62,0.400514364,11.47804189
0.866544,86.6544,2.35056,0.621498,0.481,0.130640745,11.60868502
0.90272,90.272,2.25057,0.53571,0.52,0.260379791,11.73842406
0.732928,73.2928,31.42878,0.460616,0.408,0.400093079,11.87813735
0.960904,96.0904,8.84946,0.42652,0.528,0.13070035,12.00884032
0.616952,61.6952,63.80844,0.370176,0.345,0.270696163,12.14883614
0.866624,86.6624,2.20931,0.326364,0.48,0.411025524,12.2891655
0.854432,85.4432,2.0783,0.282922,0.472,0.139935493,12.42910337
0.647896,64.7896,61.59036,0.258482,0.363,0.279806614,12.56897449
0.80892,80.892,1.92547,0.225376,0.442,0.419993401,12.70916128
0.61012,61.012,65.73577,0.207886,0.325,0.13999939,12.84916258
1.071128,107.1128,20.03119,0.202014,0.562,0.280226946,12.98939013
0.866864,86.6864,2.90032,0.181074,0.44,0.420166492,13.12932968
0.637464,63.7464,61.62618,0.176186,0.312,0.13788414,13.30930328
0.854752,85.4752,2.98954,0.199982,0.417,0.277974844,13.44939399
0.855824,85.5824,2.83508,0.239252,0.411,0.418289661,13.58970881
0.811264,81.1264,12.92806,0.314666,0.392,0.139685631,13.72939634
0.602064,60.2064,75.97044,0.360742,0.29,0.279773235,13.86948395
0.537312,53.7312,177.87931,0.469008,0.256,0.419985294,14.00969601
0.818416,81.8416,2.23289,0.619772,0.415,0.139899492,14.14959812
0.84248,84.248,2.56134,0.566616,0.44,0.280112267,14.2898109
0.632208,63.2208,65.19941,0.560912,0.326,0.420047045,14.42974567
0.782016,78.2016,39.95087,0.625494,0.404,0.140138865,14.56988716
0.572296,57.2296,169.63903,0.74511,0.295,0.280164957,14.70991325
0.90272,90.272,2.25526,0.831706,0.51,0.420182228,14.84993052
0.768792,76.8792,36.10009,0.706404,0.41,0.140034676,14.98996758
0.8268,82.68,35.0597,0.643854,0.452,0.280063868,15.12999678
0.729064,72.9064,106.88918,0.746268,0.393,0.420048714,15.26998162
0.839256,83.9256,144.48342,0.713134,0.49,0.140187025,15.41017103
0.652064,65.2064,65.42581,0.667284,0.415,0.280127764,15.55011177
0.565384,56.5384,170.6076,0.56613,0.356,0.42063117,15.69061518
0.688824,68.8824,268.10926,0.522718,0.412,0.139689207,15.83030725
0.981312,98.1312,263.52038,0.520408,0.593,0.279748678,15.97036672
1.066592,106.6592,75.02755,0.55072,0.847,0.419605494,16.11022353
0.730048,73.0048,120.13498,0.480952,0.476,0.140133381,16.25035882
0.923824,92.3824,57.4625,0.414666,0.755,0.280903101,16.39112854
0.764624,76.4624,74.73289,0.353768,0.561,0.42022872,16.53045416
0.7418,74.18,64.84897,0.30513,0.484,0.140066624,16.67052293
0.616616,61.6616,71.85201,0.27791,0.469,0.280071735,16.81052804
0.653568,65.3568,165.40962,0.236138,0.424,0.42018199,16.95063829
0.889784,88.9784,174.64655,0.204248,0.616,0.140090942,17.0907321
0.640504,64.0504,194.19758,0.173632,0.418,0.280777693,17.23141885
1.314088,131.4088,61.17412,0.150524,0.744,0.420056343,17.3706975
0.854632,85.4632,2.24047,0.135472,0.471,0.140108585,17.51080823
0.6886,68.86,65.09337,0.145234,0.39,0.28022027,17.65091991
0.919552,91.9552,97.72977,0.20449,0.481,0.42028594,17.79098558
0.866464,86.6464,2.25957,0.209888,0.468,0.139921188,17.93090892
0.825144,82.5144,8.97107,0.217294,0.425,0.279994488,18.07098222
0.914672,91.4672,2.27137,0.222048,0.487,0.420086622,18.21107435
0.6442,64.42,68.75655,0.237464,0.332,0.140068769,18.35114527
0.688544,68.8544,130.33689,0.25348,0.353,0.280093193,18.49116969
0.858616,85.8616,2.39063,0.244684,0.444,0.421056747,18.63213325
0.834304,83.4304,44.72208,0.36357,0.441,0.139322758,18.77145886
0.854552,85.4552,2.41379,0.414564,0.445,0.279428482,18.91156459
0.58684,58.684,108.13298,0.398298,0.292,0.419148922,19.05128503
0.613312,61.3312,136.01132,0.53322,0.321,0.140054464,19.19134188
1.229008,122.9008,50.66668,0.49104,0.667,0.280230284,19.3315177
0.866504,86.6504,1.92782,0.431434,0.473,0.420341253,19.47162867
0.854392,85.4392,2.24776,0.39325,0.465,0.13990283,19.61153364
0.854592,85.4592,2.52614,0.343372,0.464,0.28016901,19.75179982
0.914592,91.4592,2.11022,0.294522,0.507,0.420162201,19.89179301
0.823864,82.3864,27.70932,0.283846,0.425,0.1400249,20.03182006
0.638848,63.8848,63.79467,0.286964,0.344,0.280258179,20.17205334
0.854472,85.4472,1.94391,0.278088,0.45,0.4200809,20.31187606
0.840136,84.0136,17.63171,0.23302,0.43,0.15043211,20.49225569
0.839976,83.9976,33.51545,0.22382,0.431,0.29018259,20.63200617
0.900032,90.0032,49.23059,0.202812,0.48,0.430206537,20.77203012
0.638832,63.8832,67.69461,0.194706,0.328,0.140118599,20.9121511
0.701784,70.1784,112.64679,0.22208,0.356,0.281311274,21.05334377
1.09852,109.852,49.38866,0.241308,0.528,0.440275669,21.21230817
0.731648,73.1648,51.77619,0.275974,0.354,0.160169125,21.37247968
0.657656,65.7656,71.45199,0.484038,0.318,0.300584078,21.51289463
0.959136,95.9136,58.24459,0.512826,0.477,0.442871332,21.65518188
0.749984,74.9984,63.43901,0.492114,0.372,0.157648802,21.81283259
0.805328,80.5328,57.69428,0.522976,0.433,0.317472219,21.97265601
0.90264,90.264,2.51867,0.728388,0.501,0.477662563,22.13284636
0.851016,85.1016,9.89665,0.633284,0.466,0.141923666,22.27477217
0.854472,85.4472,2.35259,0.562764,0.475,0.299824953,22.43267345
0.775832,77.5832,24.32176,0.490734,0.429,0.441537857,22.57438636
0.796024,79.6024,29.84679,0.451114,0.433,0.158555746,22.73294401
0.621344,62.1344,68.51366,0.415156,0.346,0.300626516,22.87501478
0.771168,77.1168,38.57956,0.41948,0.421,0.458554983,23.03294325
0.907392,90.7392,6.82324,0.431546,0.5,0.160362959,23.19330883
0.854472,85.4472,2.12239,0.40015,0.473,0.320266247,23.35321212
0.754744,75.4744,38.95091,0.397208,0.409,0.46281004,23.49575591
0.90268,90.268,2.18137,0.45517,0.562,0.157560825,23.65331912
0.858744,85.8744,11.88325,0.398702,0.53,0.317617655,23.81337595
0.625728,62.5728,95.51521,0.336472,0.36,0.477464914,23.97322321
0.600896,60.0896,178.27326,0.300946,0.334,0.144110918,24.11733627
1.11088,111.088,89.75467,0.278288,0.641,0.301725626,24.27495098
0.804856,80.4856,55.23133,0.324338,0.461,0.460272551,24.43349791
0.877144,87.7144,57.96998,0.43642,0.49,0.143766403,24.57726598
0.866624,86.6624,2.14321,0.383208,0.501,0.300183296,24.73368287
0.836552,83.6552,2.13277,0.334196,0.489,0.443692446,24.87719202
0.854592,85.4592,2.14616,0.301426,0.464,0.156804323,25.03399849
0.643744,64.3744,76.15078,0.28738,0.342,0.316511631,25.1937058
0.784704,78.4704,108.66586,0.310122,0.422,0.476588488,25.35378265
0.809064,80.9064,54.79649,0.398008,0.432,0.160087824,25.51387262
0.725224,72.5224,42.8033,0.48997,0.393,0.319996119,25.67378092
0.830368,83.0368,1.94135,0.426012,0.472,0.480204344,25.83398914
0.854512,85.4512,2.05524,0.357318,0.485,0.16018486,25.99417615
0.840056,84.0056,11.11634,0.316694,0.443,0.319943428,26.15393472
0.588168,58.8168,80.63956,0.304072,0.321,0.48003459,26.31402588
0.978088,97.8088,102.99665,0.341776,0.514,0.160270214,26.47429848
0.84252,84.252,2.26219,0.527272,0.459,0.320079803,26.63410807
0.873456,87.3456,3.2319,0.48048,0.466,0.480364799,26.79439306
0.845552,84.5552,2.68925,0.47454,0.462,0.15989089,26.9542861
0.632152,63.2152,74.09687,0.437262,0.348,0.320013285,27.11440849
0.878016,87.8016,60.19974,0.40562,0.472,0.479935169,27.27433038
0.910616,91.0616,30.44653,0.355436,0.487,0.159981728,27.43431377
0.821624,82.1624,24.15598,0.393394,0.465,0.320197821,27.59452987
0.580272,58.0272,125.92585,0.339378,0.327,0.480199814,27.75453186
0.830568,83.0568,2.22047,0.309324,0.472,0.160119772,27.91465473
0.84252,84.252,2.12715,0.260258,0.476,0.320276499,28.07481146
0.84252,84.252,2.48183,0.214088,0.465,0.480359793,28.23489475
0.763368,76.3368,51.45186,0.234744,0.411,0.151443243,28.43472815
0.84236,84.236,2.21587,0.349976,0.449,0.311711311,28.59499621
0.788992,78.8992,52.497,0.35096,0.404,0.471700907,28.75498581
0.866664,86.6664,2.35713,0.481544,0.489,0.160094738,28.91508269
0.708024,70.8024,65.29836,0.445272,0.387,0.31998992,29.07497787
0.725064,72.5064,97.93547,0.40766,0.397,0.480317116,29.23530507
0.740856,74.0856,180.74715,0.56402,0.403,0.159997225,29.39530468
0.604296,60.4296,308.7404,0.670262,0.341,0.320115805,29.55542326
0.759536,75.9536,370.19236,0.568458,0.448,0.480201244,29.7155087
0.866744,86.6744,2.46926,0.507652,0.581,0.159952641,29.8754642
0.854752,85.4752,2.84634,0.41285,0.605,0.319728136,30.0352397
0.824824,82.4824,19.79409,0.341546,0.583,0.480059624,30.19557118
0.850752,85.0752,4.83775,0.305418,0.616,0.159928322,30.35550189
0.664136,66.4136,70.3913,0.250452,0.522,0.320159435,30.515733
0.628632,62.8632,145.33745,0.225792,0.517,0.480149984,30.67572355
0.84584,84.584,14.78772,0.182892,0.616,0.160134315,30.83586025
0.797136,79.7136,53.65069,0.15018,0.561,0.319918633,30.99564457
0.7906,79.06,106.60185,0.133328,0.546,0.480190754,31.15591669
0.640512,64.0512,75.46371,0.10948,0.504,0.160000801,31.31591988
0.640504,64.0504,155.99488,0.097198,0.452,0.319962978,31.47588205
0.676488,67.6488,223.914,0.078728,0.436,0.480021715,31.63594079
0.981408,98.1408,180.32053,0.064646,0.564,0.160025835,31.79596877
0.794104,79.4104,41.80516,0.057392,0.445,0.320032597,31.95597553
0.866584,86.6584,2.33062,0.052678,0.487,0.483171701,32.11911464
0.796064,79.6064,36.83647,0.06251,0.414,0.157098055,32.27621484
0.854552,85.4552,2.34606,0.120182,0.446,0.317337751,32.43645453
0.866664,86.6664,2.93484,0.133276,0.435,0.477263689,32.59638047
0.878536,87.8536,2.67746,0.166042,0.434,0.160007954,32.75639057
0.854432,85.4432,2.17764,0.218858,0.444,0.320050001,32.91643262
0.664176,66.4176,71.50806,0.208892,0.34,0.480169296,33.07655191
0.878496,87.8496,2.16951,0.19801,0.456,0.160704136,33.23725843
0.866328,86.6328,2.20415,0.18061,0.441,0.321077824,33.39763212
0.866664,86.6664,3.15678,0.25216,0.43,0.481158495,33.55771279
0.656192,65.6192,75.00749,0.28049,0.337,0.160106421,33.71782136
0.866464,86.6464,2.12041,0.265488,0.45,0.320253611,33.87796855
0.778904,77.8904,30.21276,0.244682,0.401,0.480678082,34.03839302
0.769352,76.9352,48.41454,0.219674,0.39,0.15756917,34.27731776
0.878456,87.8456,2.01823,0.380454,0.457,0.317233324,34.43698192
0.6442,64.42,74.68127,0.345334,0.332,0.477256298,34.59700489
0.632152,63.2152,153.93724,0.345524,0.327,0.159939528,34.75694656
0.866544,86.6544,2.56486,0.335456,0.447,0.320192814,34.91719985
0.854552,85.4552,2.41118,0.31176,0.439,0.480139494,35.07714653
0.703072,70.3072,51.03555,0.326768,0.357,0.159944773,35.23709345
0.980744,98.0744,18.31784,0.309894,0.494,0.320136309,35.39728498
0.866544,86.6544,2.14989,0.297952,0.435,0.480117798,35.55726647
0.660344,66.0344,72.10324,0.298478,0.33,0.160185099,35.71745348
0.866504,86.6504,2.39493,0.38214,0.431,0.321162224,35.8784306
0.866584,86.6584,2.34333,0.398632,0.432,0.480361938,36.03763032
0.775264,77.5264,58.5921,0.555058,0.38,0.161696672,36.19932914
0.866624,86.6624,2.47425,0.602312,0.441,0.319761515,36.35739398
0.652288,65.2288,69.71193,0.562128,0.354,0.480572224,36.51820469
0.866384,86.6384,2.2154,0.443036,0.474,0.163377047,36.73787594
0.823824,82.3824,28.09668,0.392966,0.443,0.323590279,36.89808917
0.866544,86.6544,2.30255,0.352836,0.472,0.483282566,37.05778146
0.866464,86.6464,2.19049,0.300758,0.474,0.160045147,37.21782899
0.878856,87.8856,2.8242,0.263208,0.47,0.320266247,37.37805009
0.718712,71.8712,40.174,0.233454,0.381,0.480357647,37.53814149
0.67068,67.068,97.76617,0.238544,0.358,0.160201073,37.69834447
0.866504,86.6504,2.32087,0.308278,0.454,0.320062876,37.85820627
0.866424,86.6424,2.08785,0.305916,0.439,0.480083942,38.01822734
0.842464,84.2464,2.36019,0.308244,0.443,0.161118031,38.17934799
0.866464,86.6464,2.25406,0.259186,0.44,0.320058584,38.33828855
0.644184,64.4184,73.70235,0.279246,0.318,0.480253696,38.49848366
0.864096,86.4096,8.90441,0.305494,0.434,0.162094831,38.66058111
0.866504,86.6504,2.56627,0.338446,0.435,0.320255995,38.81874228
0.878456,87.8456,2.25786,0.32629,0.444,0.480055094,38.97854137
0.866864,86.6864,3.25069,0.389066,0.429,0.160048723,39.13859224
0.830448,83.0448,2.53302,0.420906,0.42,0.324044466,39.30258799
0.826696,82.6696,15.86023,0.433464,0.416,0.483285904,39.46182942
0.60172,60.172,2.29498,0.40935,0.324,0.158918858,39.62075067
0.854392,85.4392,3.11072,0.516012,0.464,0.317989826,39.77982163
0.79236,79.236,20.94728,0.53112,0.425,0.477201223,39.93903303
0.820208,82.0208,2.27722,0.495994,0.438,0.159797907,40.09883404
0.854472,85.4472,2.42069,0.567564,0.485,0.319869041,40.25890517
0.738832,73.8832,59.93186,0.58037,0.422,0.480076075,40.41911221
0.933984,93.3984,31.92504,0.641474,0.554,0.159956932,40.57907104
0.833656,83.3656,43.81694,0.521082,0.49,0.320420027,40.73953414
0.6474,64.74,82.94328,0.442456,0.376,0.481072664,40.90018678
0.866464,86.6464,2.12289,0.383162,0.514,0.160175085,41.06036401
0.821744,82.1744,21.0079,0.325218,0.482,0.320644379,41.2208333
0.866544,86.6544,2.23424,0.265052,0.514,0.481221199,41.38141012
0.859536,85.9536,9.77167,0.227716,0.486,0.161001444,41.54241347
0.854432,85.4432,2.43604,0.193224,0.478,0.321890116,41.70330215
0.854512,85.4512,2.12166,0.169338,0.454,0.483588219,41.86500025
0.878536,87.8536,2.41385,0.174956,0.454,0.174500942,42.03950381
0.826632,82.6632,2.65113,0.192762,0.413,0.338925362,42.20392823
1.26376,126.376,2.58401,0.397602,0.651,0.500360489,42.36536336
1.164216,116.4216,53.68149,0.362268,0.594,0.161585569,42.52695107
1.26376,126.376,2.48265,0.362884,0.643,0.323465586,42.68883109
0.864504,86.4504,108.3596,0.339428,0.433,0.494795561,42.86016107
1.296928,129.6928,132.90247,0.324552,0.659,0.162559986,43.0227232
1.244688,124.4688,9.03056,0.359124,0.633,0.324906111,43.18506932
1.253848,125.3848,2.70555,0.359906,0.637,0.48727417,43.34743738
1.293624,129.3624,59.06431,0.526962,0.632,0.173650742,43.52109075
0.940256,94.0256,90.61417,0.573526,0.478,0.341225147,43.68866515
1.231984,123.1984,26.91905,0.601216,0.64,0.514801979,43.86224198
1.152648,115.2648,52.52174,0.575804,0.603,0.163140774,44.02538514
1.24404,124.404,23.67033,0.556216,0.727,0.326369047,44.18861341
1.289376,128.9376,2.54796,0.476206,0.748,0.498552322,44.36079669
1.117248,111.7248,72.80097,0.437418,0.639,0.164431572,44.52523041
1.36676,136.676,65.63568,0.417952,0.788,0.328489542,44.68928838
1.129336,112.9336,90.81001,0.361252,0.652,0.500359774,44.86115861
1.336456,133.6456,104.24665,0.294238,0.772,0.164435863,45.06952429
0.772008,77.2008,262.83965,0.252806,0.423,0.336346149,45.24143457
1.360656,136.0656,143.95896,0.21838,0.756,0.500912428,45.40600085
1.347672,134.7672,105.26936,0.25778,0.766,0.164505959,45.57051015
1.029816,102.9816,199.05451,0.217068,0.543,0.335822344,45.74182653
1.234216,123.4216,2.57769,0.193132,0.645,0.501270771,45.90727496
0.888576,88.8576,109.72666,0.1654,0.441,0.175172091,46.08244944
1.360056,136.0056,3.54145,0.149688,0.655,0.340865374,46.24814272
1.26384,126.384,3.56504,0.291204,0.621,0.51535368,46.42263103
1.190288,119.0288,32.47449,0.397494,0.605,0.166892052,46.58952546
1.115088,111.5088,88.98326,0.348406,0.566,0.339786291,46.7624197
1.311888,131.1888,2.44554,0.30162,0.668,0.505810499,46.92844391
0.925776,92.5776,95.40961,0.283494,0.469,0.175466299,47.10391307
0.864552,86.4552,210.25783,0.261366,0.441,0.352889776,47.28133655
1.848576,184.8576,104.49838,0.241478,0.93,0.519354343,47.44780111
1.226632,122.6632,71.80662,0.220004,0.607,0.175393105,47.62319636
0.898784,89.8784,113.23017,0.246556,0.453,0.343108654,47.79091191
1.753832,175.3832,10.20679,0.235754,0.869,0.515744448,47.96354771
1.335992,133.5992,2.29324,0.227094,0.699,0.167951345,48.13150096
1.213696,121.3696,26.59112,0.221442,0.598,0.340445995,48.30399561
1.300016,130.0016,2.80916,0.21036,0.639,0.518607616,48.48215723
1.011552,101.1552,66.99745,0.319372,0.49,0.181537151,48.66369677
1.32396,132.396,2.88648,0.438794,0.695,0.359873056,48.84203267
1.232024,123.2024,24.83957,0.440136,0.644,0.527890682,49.0100503
1.311096,131.1096,8.19458,0.39668,0.682,0.174128532,49.18418145
1.201112,120.1112,70.48659,0.41618,0.635,0.352337122,49.36239004
1.385512,138.5512,50.51202,0.449036,0.712,0.521436691,49.53148961
1.179064,117.9064,60.61742,0.45102,0.628,0.173191547,49.7046833
1.299776,129.9776,2.53903,0.412806,0.689,0.351206779,49.88269854
1.241312,124.1312,2.45878,0.357516,0.64,0.531058788,50.06255054
1.250456,125.0456,26.99735,0.303858,0.609,0.169880629,50.23243308
1.20396,120.396,3.78278,0.315672,0.583,0.342203856,50.40475631
1.232064,123.2064,24.58548,0.515114,0.616,0.520300627,50.58285308
1.287744,128.7744,2.51732,0.4487,0.646,0.180054426,50.76291013
1.128856,112.8856,38.39405,0.384226,0.564,0.359953642,50.94280934
1.219992,121.9992,60.03016,0.34855,0.613,0.540049076,51.12290478
1.275872,127.5872,2.863,0.294814,0.638,0.180122614,51.30302978
0.900608,90.0608,110.34132,0.252318,0.447,0.360076904,51.48298407
1.227664,122.7664,2.68416,0.212148,0.616,0.540171146,51.66307831
1.243712,124.3712,5.0482,0.194642,0.616,0.180106878,51.84318733
1.32392,132.392,2.90453,0.215392,0.638,0.359957695,52.02303815
1.20348,120.348,2.45001,0.28863,0.585,0.567892075,52.23097253
1.075552,107.5552,48.72089,0.316712,0.516,0.175397873,52.40637255
1.333232,133.3232,84.6637,0.371024,0.659,0.355461597,52.58643627
1.26364,126.364,43.02037,0.333444,0.63,0.535754919,52.76672959
1.232512,123.2512,2.17463,0.300072,0.615,0.18028307,52.94701505
1.299816,129.9816,2.72911,0.280558,0.65,0.360206842,53.12693882
1.287904,128.7904,2.84356,0.275278,0.642,0.542359114,53.30909109
1.287704,128.7704,2.63572,0.25767,0.642,0.180426836,53.48951983
1.082824,108.2824,58.79392,0.261588,0.514,0.360851526,53.66994452
1.141384,114.1384,45.70501,0.425684,0.543,0.538569927,53.84766293
0.787136,78.7136,188.57113,0.541702,0.395,0.17675972,54.06778169
1.12828,112.828,164.64396,0.476086,0.603,0.356663227,54.24768519
1.631728,163.1728,112.81118,0.469834,0.897,0.536821842,54.42784381
1.231968,123.1968,27.33633,0.482806,0.673,0.180113077,54.60795903
1.238536,123.8536,17.1163,0.435798,0.667,0.360414267,54.78826022
1.26372,126.372,2.40925,0.359328,0.692,0.540585518,54.96843147
1.220152,122.0152,37.69682,0.29734,0.666,0.180176735,55.14861059
1.32384,132.384,2.71544,0.254506,0.705,0.362167597,55.33060145
0.970344,97.0344,48.22525,0.302314,0.491,0.54045105,55.50888491
1.32388,132.388,2.85082,0.47708,0.677,0.179904938,55.68879223
1.287744,128.7744,2.49473,0.424864,0.667,0.362018347,55.87090564
1.219936,121.9936,46.33406,0.380066,0.629,0.539732218,56.04861951
1.163832,116.3832,105.60546,0.470196,0.596,0.180663109,56.22928476
1.297824,129.7824,62.90463,0.4493,0.677,0.360440254,56.40906191
1.287824,128.7824,2.55451,0.44472,0.682,0.540611982,56.58923364
0.870536,87.0536,108.13466,0.398446,0.446,0.180254698,56.76949096
1.583296,158.3296,35.15995,0.349544,0.846,0.360356331,56.94959259
1.160936,116.0936,51.16751,0.335908,0.613,0.54033041,57.12956667
1.379016,137.9016,48.80517,0.341426,0.725,0.179936886,57.3095057
0.882552,88.2552,106.07378,0.314852,0.453,0.360363483,57.4899323
1.55676,155.676,4.26329,0.272888,0.777,0.540341139,57.66990995
1.275392,127.5392,7.77881,0.26949,0.618,0.180098772,57.85001111
1.256704,125.6704,17.6298,0.362078,0.627,0.360519409,58.03043175
1.346528,134.6528,2.76627,0.32742,0.695,0.540344,58.21025634
1.24288,124.288,22.64185,0.308154,0.622,0.1804142,58.39067316
1.324992,132.4992,3.16951,0.311766,0.662,0.360174894,58.57043386
1.283144,128.3144,12.89331,0.34282,0.663,0.540432453,58.75069141
1.38408,138.408,2.89813,0.379524,0.719,0.179937601,58.93063092
1.287864,128.7864,2.62735,0.344882,0.645,0.360557795,59.11125112
0.996984,99.6984,67.8678,0.308434,0.496,0.540287256,59.29098058
1.091672,109.1672,77.0019,0.268844,0.538,0.180297613,59.47128057
1.38408,138.408,2.66261,0.298374,0.703,0.360286713,59.65126967
0.8748,87.48,111.35955,0.29303,0.43,0.540452957,59.83143592
1.51248,151.248,53.33887,0.298882,0.741,0.18014884,60.01158738
0.828824,82.8824,118.64391,0.426992,0.412,0.360123634,60.19156218
1.317944,131.7944,56.05381,0.423026,0.679,0.540339708,60.37177825
1.342576,134.2576,58.55972,0.532502,0.726,0.180678844,60.55245924
1.32412,132.412,3.14662,0.445428,0.716,0.361637354,60.73341775
0.760664,76.0664,143.21809,0.408622,0.388,0.542117834,60.91389823
0.954664,95.4664,224.20773,0.3469,0.512,0.181828022,61.0957284
1.730928,173.0928,110.76934,0.300574,0.963,0.372378588,61.28627896
1.201776,120.1776,33.78537,0.269432,0.659,0.559196472,61.47309685
1.472328,147.2328,42.07764,0.325042,0.835,0.181834936,61.65493393
1.090024,109.0024,68.65848,0.318658,0.555,0.379667759,61.85276675
0.836792,83.6792,182.78355,0.295676,0.416,0.561320782,62.03441978
1.093056,109.3056,269.06553,0.327212,0.543,0.192614317,62.22703648
1.026112,102.6112,403.77303,0.49139,0.512,0.378629208,62.41305137
2.080336,208.0336,288.87954,0.490774,1.097,0.56077528,62.59519744
1.860656,186.0656,214.70548,0.42792,0.98,0.19186902,62.78706813
2.09376,209.376,84.1729,0.362854,1.114,0.378519535,62.97371864
1.334512,133.4512,87.03644,0.35186,0.754,0.561250925,63.15645003
1.304584,130.4584,246.36508,0.491248,0.7,0.190736532,63.39394379
1.943144,194.3144,102.03556,0.632196,1.128,0.384603977,63.58781123
1.378176,137.8176,54.40398,0.524708,0.748,0.572947025,63.77615428
1.224176,122.4176,54.41265,0.439142,0.683,0.191655159,63.96781158
1.301256,130.1256,175.48969,0.549106,0.767,0.379438877,64.1555953
1.260808,126.0808,267.69903,0.454444,0.774,0.571356535,64.34751296
1.660328,166.0328,175.69372,0.369588,0.999,0.192583799,64.54009938
1.858704,185.8704,88.33226,0.316098,1.126,0.380233765,64.72774935
1.270488,127.0488,170.90354,0.321256,0.7,0.567342043,64.91485763
1.29352,129.352,162.13389,0.307326,0.846,0.193001986,65.107862
1.086272,108.6272,243.50989,0.272948,0.602,0.380748749,65.29560876
1.2586,125.86,362.15061,0.463702,0.775,0.573113918,65.48797393
1.48256,148.256,399.18716,0.39167,0.924,0.187544346,65.67552018
1.709032,170.9032,324.39346,0.317254,1.103,0.37992835,65.86790419
1.359992,135.9992,394.63495,0.256976,0.823,0.567736387,66.05571222
1.647008,164.7008,433.35307,0.20815,0.964,0.192658663,66.24837279
1.736128,173.6128,414.91549,0.170254,0.977,0.380699396,66.43641353
1.561504,156.1504,455.95257,0.19949,0.86,0.57262516,66.62833929
1.972536,197.2536,402.07855,0.238674,1.009,0.202321291,66.83066273
1.392928,139.2928,401.5339,0.210956,0.72,0.388929844,67.01727128
2.205512,220.5512,219.99247,0.299244,1.129,0.580059767,67.2084012
1.058992,105.8992,123.00113,0.257282,0.535,0.188106775,67.39651012
1.61524,161.524,130.41816,0.308798,0.845,0.380358696,67.58876204
1.235592,123.5592,231.44547,0.287106,0.651,0.568450451,67.7768538
1.653056,165.3056,280.56627,0.347144,0.879,0.191886425,67.96874237
1.552936,155.2936,328.13877,0.391324,0.794,0.380576372,68.15743232
1.285392,128.5392,253.81196,0.421376,0.632,0.571801424,68.34865737
0.811368,81.1368,195.87342,0.534972,0.4,0.188973188,68.5376327
1.36572,136.572,343.0896,0.571828,0.73,0.38009119,68.72875071
2.000136,200.0136,245.09059,0.469514,1.102,0.569357395,68.91801691
